Region,Business,Name,Status,RiskCategory,RiskSubCategory,DiscoveryDate,OccurrenceStartDate,NetLoss,RecoveryAmount,EstimatedGrossLoss
EMEA,Retail Banking,z-LE-21,Under Review,"Execution, Delivery and Process Management",Trade Counterparties,2013-02-28,2013-03-03,73052.97,21915.89,65800
EMEA,Retail Banking,z-LE-298,Approved,Employment Practices and Workplace Safety,Safe Environment,2013-02-28,2013-03-03,46489.64,17666.06,47400
EMEA,Retail Banking,z-LE-428,In Progress,"Clients, Products and Business Practices",Advisory Activities,2013-02-28,2013-03-01,92671.83,18534.37,99500
North America,Retail Banking,z-LE-429,Under Review,Internal Fraud,Theft and Fraud,2013-03-01,2013-03-02,33962.89,7132.21,31800
Asia Pac,Retail Banking,z-LE-22,Rejected,"Execution, Delivery and Process Management",Reporting and Disclosure,2013-03-04,2013-03-07,1062.72,297.56,12900
EMEA,Retail Banking,z-LE-23,In Progress,External Fraud,Theft and Fraud,2013-03-06,2013-03-07,16223.55,6164.95,31700
North America,Retail Banking,z-LE-24,Under Review,Employment Practices and Workplace Safety,Diversity and Discrimination,2013-03-07,2013-03-08,22217.92,8887.17,29300
North America,Retail Brokerage,z-LE-299,Not Started,Internal Fraud,Unauthorized Activity,2013-03-07,2013-03-08,279195.57,89342.58,293300
North America,Retail Banking,z-LE-300,In Progress,"Execution, Delivery and Process Management",Customer Intake and Documentation,2013-03-07,2013-03-08,95360.08,37190.43,109100
North America,Retail Banking,z-LE-301,Under Review,External Fraud,Systems Security,2013-03-08,2013-03-09,35696.61,13921.68,38600
North America,Retail Banking,z-LE-430,Approved,External Fraud,Theft and Fraud,2013-03-09,2013-03-10,13895.35,5558.14,23700
EMEA,Retail Banking,z-LE-25,Approved,External Fraud,Theft and Fraud,2013-03-10,2013-03-11,260899.95,78269.99,263000
North America,Retail Banking,z-LE-431,Not Started,Internal Fraud,Unauthorized Activity,2013-03-10,2013-03-11,172561.97,65573.55,182200
EMEA,Retail Banking,z-LE-26,Not Started,Employment Practices and Workplace Safety,Employee Relations,2013-03-12,2013-03-13,143477.08,48782.21,146900
EMEA,Retail Banking,z-LE-303,Not Started,External Fraud,Theft and Fraud,2013-03-12,2013-03-14,198846.87,63631,203000
North America,Retail Banking,z-LE-432,In Progress,"Execution, Delivery and Process Management",Customer Intake and Documentation,2013-03-12,2013-03-13,71627.59,15041.79,82400
North America,Agency Services,z-LE-302,Approved,"Execution, Delivery and Process Management",Trade Counterparties,2013-03-13,2013-03-14,161417.86,43582.82,174500
North America,Retail Banking,z-LE-304,Not Started,External Fraud,Theft and Fraud,2013-03-13,2013-03-16,143264.83,42979.45,155000
EMEA,Trading and Sales,z-LE-28,Under Review,"Execution, Delivery and Process Management",Customer Intake and Documentation,2013-03-17,2013-03-20,244890.92,90609.64,254100
North America,Commercial Banking,z-LE-27,In Progress,"Execution, Delivery and Process Management",Reporting and Disclosure,2013-03-17,2013-03-18,917329.57,229332.39,913100
North America,Retail Banking,z-LE-306,Not Started,"Execution, Delivery and Process Management",Trade Counterparties,2013-03-17,2013-03-18,55069.05,12665.88,64100
EMEA,Retail Banking,z-LE-307,Under Review,"Execution, Delivery and Process Management",Reporting and Disclosure,2013-03-18,2013-03-21,213926.29,72734.94,217100
EMEA,Asset Management,z-LE-29,Approved,"Execution, Delivery and Process Management",Trade Counterparties,2013-03-19,2013-03-20,829525.21,315219.58,822200
North America,Commercial Banking,z-LE-30,Not Started,External Fraud,Theft and Fraud,2013-03-19,2013-03-20,873493.28,349397.31,870000
North America,Retail Banking,z-LE-433,Under Review,External Fraud,Theft and Fraud,2013-03-19,2013-03-22,2036.45,529.48,1800
North America,Retail Banking,z-LE-308,Rejected,External Fraud,Theft and Fraud,2013-03-21,2013-03-23,108793.96,42429.64,116800
Asia Pac,Retail Banking,z-LE-31,Not Started,External Fraud,Systems Security,2013-03-22,2013-03-23,155223.47,48119.28,167500
EMEA,Retail Banking,z-LE-309,In Progress,Internal Fraud,Theft and Fraud,2013-03-24,2013-03-27,177846.63,40904.72,177400
EMEA,Retail Banking,z-LE-32,In Progress,Damage to Physical Assets,Willful Damage,2013-03-26,2013-03-27,216329.58,67062.17,217000
EMEA,Retail Banking,z-LE-33,Under Review,External Fraud,Theft and Fraud,2013-03-27,2013-03-28,168323.69,53863.58,171900
EMEA,Retail Banking,z-LE-434,Approved,External Fraud,Systems Security,2013-03-27,2013-03-28,30237.74,6047.55,45200
North America,Trading and Sales,z-LE-310,Under Review,Business Disruption and System Failures,Infrastructure and Systems,2013-03-27,2013-03-30,831009.04,324093.53,830700
North America,Retail Brokerage,z-LE-435,Not Started,"Clients, Products and Business Practices","Suitability, Disclosures and Fiduciary",2013-03-28,2013-03-29,289406.92,101292.42,282000
EMEA,Retail Banking,z-LE-311,Approved,"Execution, Delivery and Process Management",Reporting and Disclosure,2013-03-30,2013-04-02,1135.18,442.72,17200
North America,Retail Banking,z-LE-436,Not Started,Employment Practices and Workplace Safety,Safe Environment,2013-03-30,2013-03-31,149300.56,49269.18,158600
EMEA,Agency Services,z-LE-312,Not Started,"Execution, Delivery and Process Management",Customer Intake and Documentation,2013-03-31,2013-04-03,272963.17,60051.9,279600
North America,Trading and Sales,z-LE-35,Not Started,"Execution, Delivery and Process Management",Reporting and Disclosure,2013-03-31,2013-04-03,922711.24,258359.15,920200
North America,Retail Banking,z-LE-437,Under Review,Employment Practices and Workplace Safety,Safe Environment,2013-03-31,2013-04-03,110366.69,27591.67,118100
North America,Commercial Banking,z-LE-438,Not Started,"Execution, Delivery and Process Management",Trade Counterparties,2013-04-01,2013-04-03,568759.31,193378.17,565600
EMEA,Trading and Sales,z-LE-439,Under Review,Employment Practices and Workplace Safety,Diversity and Discrimination,2013-04-03,2013-04-05,361967.88,79632.93,361100
Asia Pac,Agency Services,z-LE-36,In Progress,"Execution, Delivery and Process Management",Vendors and Suppliers,2013-04-04,2013-04-06,543720.12,97869.62,545000
North America,Retail Banking,z-LE-440,Rejected,Internal Fraud,Theft and Fraud,2013-04-04,2013-04-07,41145.53,14812.39,44700
North America,Retail Banking,z-LE-37,Under Review,External Fraud,Theft and Fraud,2013-04-07,2013-04-10,10607.31,4242.92,7100
Asia Pac,Retail Banking,z-LE-442,Under Review,"Execution, Delivery and Process Management",Reporting and Disclosure,2013-04-08,2013-04-11,945.28,217.41,-3100
Asia Pac,Retail Banking,z-LE-444,Rejected,External Fraud,Theft and Fraud,2013-04-09,2013-04-12,12938.16,3105.16,23400
North America,Retail Banking,z-LE-443,Approved,"Clients, Products and Business Practices",Improper Business or Market Practices,2013-04-09,2013-04-11,50105.76,10522.21,53300
EMEA,Trading and Sales,z-LE-38,Approved,"Execution, Delivery and Process Management",Customer/Client Account Management,2013-04-10,2013-04-11,838866.39,268437.24,847800
Asia Pac,Retail Banking,z-LE-39,Rejected,Employment Practices and Workplace Safety,Safe Environment,2013-04-11,2013-04-14,271150.26,73210.57,276000
North America,Retail Banking,z-LE-40,Not Started,External Fraud,Systems Security,2013-04-12,2013-04-14,75050.41,28519.16,70400
Asia Pac,Retail Banking,z-LE-446,Rejected,External Fraud,Theft and Fraud,2013-04-14,2013-04-15,178691,67902.58,185500
EMEA,Retail Banking,z-LE-445,In Progress,External Fraud,Theft and Fraud,2013-04-14,2013-04-15,210266.6,84106.64,207300
North America,Trading and Sales,z-LE-314,Under Review,"Execution, Delivery and Process Management",Reporting and Disclosure,2013-04-15,2013-04-18,2167.12,476.77,3300
North America,Retail Banking,z-LE-41,Under Review,External Fraud,Theft and Fraud,2013-04-15,2013-04-18,253492.97,81117.75,252300
EMEA,Trading and Sales,z-LE-313,In Progress,"Execution, Delivery and Process Management",Trade Counterparties,2013-04-16,2013-04-17,513815.64,154144.69,515400
North America,Corporate Finance,z-LE-447,Approved,"Clients, Products and Business Practices",Product Flaws,2013-04-17,2013-04-19,8794621.61,2726332.7,8812600
Asia Pac,Retail Banking,z-LE-448,Not Started,External Fraud,Systems Security,2013-04-19,2013-04-22,32685.88,12420.63,45100
North America,Retail Banking,z-LE-449,Not Started,Employment Practices and Workplace Safety,Employee Relations,2013-04-19,2013-04-22,6724.76,2084.68,18500
North America,Retail Banking,z-LE-450,In Progress,External Fraud,Theft and Fraud,2013-04-21,2013-04-24,177517.17,37278.61,170900
Asia Pac,Retail Banking,z-LE-315,Approved,External Fraud,Systems Security,2013-04-23,2013-04-24,161360.77,40340.19,172900
Asia Pac,Trading and Sales,z-LE-42,Not Started,"Execution, Delivery and Process Management",Transaction/Data Management,2013-04-25,2013-04-28,63319.49,12663.9,67500
EMEA,Retail Banking,z-LE-316,Not Started,"Execution, Delivery and Process Management",Vendors and Suppliers,2013-04-26,2013-04-27,179915.56,37782.27,173100
EMEA,Commercial Banking,z-LE-43,Under Review,"Clients, Products and Business Practices","Suitability, Disclosures and Fiduciary",2013-04-26,2013-04-29,595338.09,125021,610000
North America,Retail Banking,z-LE-44,Rejected,External Fraud,Theft and Fraud,2013-04-26,2013-04-29,256739.98,100128.59,265900
EMEA,Retail Banking,z-LE-317,Not Started,"Execution, Delivery and Process Management",Customer/Client Account Management,2013-04-29,2013-04-30,147547.25,51641.54,152900
EMEA,Retail Banking,z-LE-318,In Progress,Employment Practices and Workplace Safety,Diversity and Discrimination,2013-04-29,2013-05-01,262531.3,78759.39,265900
North America,Retail Banking,z-LE-45,In Progress,External Fraud,Theft and Fraud,2013-04-29,2013-05-01,95698.77,29666.62,106200
North America,Asset Management,z-LE-451,Under Review,"Execution, Delivery and Process Management",Vendors and Suppliers,2013-04-29,2013-05-02,114956.61,26440.02,112500
Asia Pac,Retail Banking,z-LE-46,Rejected,Employment Practices and Workplace Safety,Diversity and Discrimination,2013-05-01,2013-05-03,321.69,99.72,3300
EMEA,Retail Banking,z-LE-452,Approved,External Fraud,Theft and Fraud,2013-05-02,2013-05-04,34288.11,13372.36,47800
North America,Commercial Banking,z-LE-47,Approved,"Execution, Delivery and Process Management",Customer Intake and Documentation,2013-05-03,2013-05-04,743480.85,208174.64,746300
Asia Pac,Retail Banking,z-LE-48,Rejected,"Execution, Delivery and Process Management",Trade Counterparties,2013-05-04,2013-05-05,57531,11506.2,56600
EMEA,Commercial Banking,z-LE-319,Under Review,"Clients, Products and Business Practices",Improper Business or Market Practices,2013-05-05,2013-05-08,64895.94,22713.58,76600
EMEA,Trading and Sales,z-LE-453,Not Started,"Execution, Delivery and Process Management",Customer/Client Account Management,2013-05-05,2013-05-08,108387.05,42270.95,122700
North America,Retail Banking,LE-06-005,Not Started,External Fraud,Systems Security,2013-05-07,2013-05-04,50000,14000,50000
North America,Retail Banking,z-LE-321,Not Started,"Execution, Delivery and Process Management",Customer Intake and Documentation,2013-05-07,2013-05-10,148454.47,38598.16,153700
Asia Pac,Retail Banking,z-LE-320,Approved,"Execution, Delivery and Process Management",Transaction/Data Management,2013-05-08,2013-05-09,135955.59,32629.34,136600
Asia Pac,Asset Management,z-LE-454,In Progress,"Execution, Delivery and Process Management",Transaction/Data Management,2013-05-09,2013-05-11,795652.73,167087.07,796200
Asia Pac,Retail Banking,z-LE-322,In Progress,"Execution, Delivery and Process Management",Trade Counterparties,2013-05-10,2013-05-11,225086.88,78780.41,232200
North America,Retail Brokerage,z-LE-323,Under Review,Employment Practices and Workplace Safety,Employee Relations,2013-05-11,2013-05-14,296737.95,80119.25,307300
Asia Pac,Trading and Sales,z-LE-49,In Progress,"Execution, Delivery and Process Management",Reporting and Disclosure,2013-05-13,2013-05-16,1004634.98,291344.14,1018100
North America,Retail Banking,z-LE-50,Under Review,External Fraud,Systems Security,2013-05-13,2013-05-16,213941.7,42788.34,225500
North America,Retail Banking,z-LE-51,Approved,External Fraud,Theft and Fraud,2013-05-16,2013-05-17,146510.97,45418.4,155100
EMEA,Retail Banking,z-LE-455,Under Review,"Execution, Delivery and Process Management",Customer Intake and Documentation,2013-05-17,2013-05-19,35013.31,10153.86,45500
EMEA,Retail Banking,z-LE-52,Not Started,"Execution, Delivery and Process Management",Trade Counterparties,2013-05-17,2013-05-20,184819.7,42508.53,187800
North America,Retail Banking,z-LE-324,Approved,"Execution, Delivery and Process Management",Reporting and Disclosure,2013-05-17,2013-05-19,126148.66,34060.14,119100
EMEA,Retail Banking,z-LE-326,Not Started,External Fraud,Theft and Fraud,2013-05-18,2013-05-21,68519.28,22611.36,78700
North America,Retail Banking,z-LE-325,Not Started,External Fraud,Theft and Fraud,2013-05-18,2013-05-21,70640.15,21898.45,72800
North America,Retail Banking,z-LE-328,Not Started,External Fraud,Theft and Fraud,2013-05-20,2013-05-23,65956.71,17148.74,62200
North America,Retail Banking,z-LE-456,Approved,External Fraud,Theft and Fraud,2013-05-20,2013-05-21,211757.16,48704.15,227900
North America,Commercial Banking,z-LE-327,Under Review,"Execution, Delivery and Process Management",Trade Counterparties,2013-05-21,2013-05-22,13081.46,3662.81,20700
North America,Commercial Banking,z-LE-457,Not Started,"Execution, Delivery and Process Management",Trade Counterparties,2013-05-22,2013-05-23,600557.65,150139.41,592200
North America,Retail Banking,z-LE-458,Not Started,External Fraud,Systems Security,2013-05-22,2013-05-25,86956.8,23478.34,96500
Asia Pac,Commercial Banking,z-LE-459,Under Review,"Execution, Delivery and Process Management",Reporting and Disclosure,2013-05-25,2013-05-26,555600.85,116676.18,566500
North America,Retail Banking,z-LE-53,Not Started,External Fraud,Theft and Fraud,2013-05-26,2013-05-29,109822.27,30750.24,104500
North America,Retail Banking,z-LE-329,Under Review,External Fraud,Systems Security,2013-05-27,2013-05-28,144115.13,51881.45,157600
North America,Trading and Sales,z-LE-330,Rejected,"Execution, Delivery and Process Management",Reporting and Disclosure,2013-05-27,2013-05-29,721806.24,230978,731200
EMEA,Commercial Banking,z-LE-460,Not Started,"Execution, Delivery and Process Management",Trade Counterparties,2013-05-29,2013-05-30,287445.09,83359.08,291100
North America,Retail Banking,z-LE-461,Under Review,External Fraud,Theft and Fraud,2013-05-29,2013-05-31,65064.49,18218.06,71800
North America,Retail Banking,z-LE-331,In Progress,External Fraud,Theft and Fraud,2013-05-30,2013-06-01,3650.85,1022.24,3600
EMEA,Retail Banking,z-LE-462,Rejected,External Fraud,Theft and Fraud,2013-05-31,2013-06-03,225098.79,78784.58,230300
North America,Retail Banking,z-LE-332,Under Review,Business Disruption and System Failures,Infrastructure and Systems,2013-06-03,2013-06-04,116808.68,24529.82,110000
North America,Retail Banking,z-LE-54,In Progress,External Fraud,Theft and Fraud,2013-06-03,2013-06-06,195605.57,48901.39,188000
EMEA,Retail Banking,z-LE-463,In Progress,External Fraud,Theft and Fraud,2013-06-04,2013-06-07,123889.75,38405.82,132900
North America,Corporate Finance,LE-06-012,Not Started,External Fraud,Theft and Fraud,2013-06-04,2013-06-04,1280000,396800,1075000
North America,Retail Banking,LE-06-013,Not Started,Internal Fraud,Theft and Fraud,2013-06-04,2008-04-04,650000,130000,700000
North America,Retail Banking,z-LE-464,Under Review,"Clients, Products and Business Practices",Advisory Activities,2013-06-04,2013-06-07,168838.17,48963.07,174500
North America,Retail Banking,LE-06-006,Not Started,External Fraud,Theft and Fraud,2013-06-07,2013-06-04,50000,14000,50000
